GeneStart	GeneEnd	Chromosome	HGNCsymbol
154916552 154928599 1 PBXIP1
104512976 105268322 8 RIMS2
149530495 149679926 3 RNF13
13693165 14133053 12 GRIN2B
52626304 52645970 12 KRT7
237167403 237167718 1 MT1HL1
123773656 123849390 12 SBNO1
220192131 220197899 2 RESP18
31823801 31831115 20 BPIFA1
6694228 6761984 1 DNAJC11
85784164 86043933 1 DDAH1
34460472 34493609 11 CAT
100162323 100759201 2 AFF3
31882412 31907525 1 SERINC2
70924764 71012786 6 COL9A1
86354336 86444431 9 GKAP1
47849257 47916653 4 NFXL1
5675554 6027747 17 WSCD1
39722096 39728310 17 KRT9
123670973 123673523 7 TMEM229A
130908981 130940323 2 SMPD4
1000418 1009731 19 GRIN3B
124386051 124405681 7 GPR37
39738531 39743173 17 KRT14
36265434 36279724 19 ARHGAP33
86046444 86049645 1 CYR61
156742417 156765876 7 NOM1
88299839 88377169 6 ORC3
64564516 64568238 10 ADO
32042116 32053288 1 TINAGL1
38978676 39012142 2 GEMIN6
64571756 64679660 10 EGR2
29599031 29624557 17 OMG
75192328 75199462 15 FAM219B
90742580 90798481 14 NRDE2
27142404 27168836 8 TRIM35
34500340 34535352 11 ELF5
86115106 86174116 1 ZNHIT6
75434033 75457639 10 AGAP5
1009647 1021117 19 TMEM259
64893050 64914783 10 NRBF2
86451613 86536342 9 KIF27
113548692 113754053 13 MCF2L
124462440 124570037 7 POT1
4861393 4865663 4 MSX1
12938627 13141652 10 CCDC3
63006833 63052957 17 GNA13
81087102 81110872 16 C16orf46
14518610 14651697 12 ATF7IP
42196683 42222303 22 CCDC134
31861286 31897684 20 BPIFB1
50815194 50836772 19 KCNC3
86553226 86571901 9 C9orf64
81115566 81130008 16 GCSH
111624524 111683311 10 XPNPEP1
154929502 154936329 1 PYGO2
72547790 72853306 11 FCHSD2
4994966 5004297 6 RPP40
237205505 237997288 1 RYR2
97483365 97519953 3 ARL6
58191159 58212487 12 AVIL
42229109 42303312 22 SREBF2
57697219 57773671 17 CLTC
119056166 119060932 11 PDZD3
5016313 5021199 4 CYTL1
75212132 75230509 15 COX5A
59496063 59572403 8 NSMAF
117609463 117747018 6 ROS1
1026298 1039068 19 CNN2
138906016 139008018 5 UBE2D2
34642640 34682604 11 EHF
105342552 105479281 8 DPYS
53088945 53363062 16 CHD9
156786745 156803345 7 MNX1
103589779 103603776 14 TNFAIP2
6297013 6338519 17 AIPL1
105351315 105368917 8 DCSTAMP
86194916 86622626 1 COL24A1
29630784 29641130 17 EVI2B
75504120 75531919 10 SEC24C
32083287 32098119 1 HCRTR1
3179920 3215003 10 PITRM1
41102543 41116515 17 AARSD1
211052663 211090215 2 ACADL
9185505 9215497 16 C16orf72
176022803 176037134 5 GPRIN1
119060347 119067479 11 CCDC153
122785909 122944074 3 PDIA5
6845384 7829766 1 CAMTA1
238045705 238054094 1 ZP4
176047085 176057530 5 SNCB
52391509 52405893 5 MOCS2
42307297 42310570 22 SHISA8
220238268 220264744 2 DNPEP
31946645 31989367 20 CDK5RAP1
113760105 113774995 13 F7
32095463 32110497 1 PEF1
86396267 86923823 4 ARHGAP24
44122410 44152620 12 PUS7L
71374122 71582099 14 PCNX
238107024 238108575 1 MTRNR2L11
11584501 11606297 2 E2F6
50832910 50886239 19 NR1H2
176057683 176073642 5 EIF4E1B
239549865 240078750 1 CHRM3
36290890 36304201 19 PRODH2
119076752 119178859 11 CBL
52643084 52702947 12 KRT86
113777128 113803843 13 F10
72929343 72947397 11 P2RY2
9852376 10276611 16 GRIN2A
97595819 97663810 3 CRYBG3
240177648 240638489 1 FMN2
63133549 63223821 17 RGS9
86582998 86595569 9 HNRNPK
165349322 165478358 2 GRB14
47916159 48042188 4 NIPAL1
105501459 105601252 8 LRP12
64926981 65225722 10 JMJD1C
176074388 176086058 5 TSPAN17
27168999 27316903 8 PTK2B
36316866 36360189 19 NPHS1
113812968 113826694 13 PROZ
139026884 139063467 5 CXXC5
75246757 75249805 15 RPP25
72975550 73009662 11 P2RY6
103799881 103811362 14 EIF5
12778885 12782170 19 WDR83OS
240652873 240775449 1 GREM2
34874641 34938046 11 APIP
90862846 90874605 14 CALM1
156931607 157062066 7 UBE3C
42321045 42322822 22 TNFRSF13C
52715172 52728508 3 GNL3
7831329 7841492 1 VAMP3
106330920 106816760 8 ZFPM2
74731947 74777531 17 MFSD11
211154874 211179914 2 MYL1
117639374 117923691 6 GOPC
47937994 48018689 4 CNGA1
50861734 50869087 19 NAPSA
75249560 75313837 15 SCAMP5
52679697 52685318 12 KRT81
12786531 12792716 19 DHPS
42334725 42343168 22 CENPM
81272053 81324747 16 BCMO1
6633456 6669675 5 SRD5A1
150088002 150138671 5 DCTN4
29644578 29648902 17 EVI2A
1040102 1065571 19 ABCA7
7844380 7905237 1 PER3
123868320 123893905 12 SETD8
165510134 165700189 2 COBLL1
81348557 81424489 16 GAN
176237478 176307897 5 UNC5A
34937376 35042138 11 PDHX
122920774 122992977 3 SEC22A
86814344 86862023 1 ODF2L
123899936 123921264 12 RILPL2
32117848 32169920 1 COL16A1
44152747 44183346 12 IRAK4
113831891 113863029 13 PCID2
5085720 5087455 6 PPP1R3G
149682691 149768575 3 PFN2
52776239 52782964 5 FST
139175406 139224051 5 PSD2
240931554 241520530 1 RGS7
123942188 123957701 12 SNRNP35
59717977 60031767 8 TOX
75315896 75409803 15 PPCDC
89964537 90020769 7 GTPBP10
5053169 5502725 4 STK32B
150157508 150176296 5 SMIM3
5102827 5261172 6 LYRM4
42372276 42394225 22 SEPT3
73019334 73080136 11 ARHGEF17
12798867 12807457 19 FBXW9
150226085 150280298 5 IRGM
86426478 86440917 2 MRPL35
48068410 48136273 4 TXK
117774980 117891021 6 DCBLD1
86595626 86618985 9 RMI1
81478775 81745367 16 CMIP
30568177 30586389 6 PPP1R10
6714718 6757161 5 PAPD7
74323289 74326724 5 GCNT4
150273954 150284545 5 ZNF300
123955925 124018265 12 RILPL1
183967438 184010819 3 ECE2
75487984 75504510 15 C15orf39
126078652 126893348 7 GRM8
86890372 86955672 9 SLC28A3
73087309 73108519 11 RELT
29718642 29865236 17 RAB11FIP4
88384790 88411927 6 AKIRIN2
74364100 74532703 5 ANKRD31
50887461 50921273 19 POLD1
241660903 241683061 1 FH
176307870 176326333 5 HK3
86889769 86922241 1 CLCA2
6347735 6354789 17 FAM64A
31995761 32031698 20 SNTA1
10420291 10577495 16 ATF7IP2
139226364 139422884 5 NRG2
13141449 13180291 10 OPTN
7903143 7913572 1 UTS2
86441116 86565206 2 REEP1
150400124 150408554 5 GPX3
75550940 75562540 15 GOLGA6C
100486346 100487339 7 UFSP1
52708085 52715182 12 KRT83
100889753 100939195 2 LONRF2
5526296 5529528 4 C4orf6
52728505 52740048 3 GLT8D1
61099906 61193971 8 CA8
75575176 75586816 15 GOLGA6D
86934051 86965972 1 CLCA1
73111532 73309234 11 FAM168A
98353069 98480271 10 PIK3AP1
36346763 36358011 19 KIRREL2
65281123 65384883 10 REEP3
13399006 13505244 17 HS3ST3A1
80186273 80219005 17 SLC16A3
241695434 241758944 1 KMO
97660662 97691301 3 MINA
57751997 57784987 17 PTRH2
10622279 10674555 16 EMP2
58213710 58240522 12 CTDSP2
7979907 8000926 1 TNFRSF9
75532049 75540009 10 FUT11
27414214 27525911 3 SLC4A7
13972813 14111994 17 COX10
87012761 87046437 1 CLCA4
86936276 87515284 4 MAPK10
176332006 176449634 5 UIMC1
61429416 61536186 8 RAB2A
124069078 124083116 12 TMED2
119179241 119192231 11 MCAM
14656595 14721283 12 PLBD1
39766030 39772151 17 KRT16
12810008 12834825 19 TNPO2
8014351 8045565 1 PARK7
241753404 241840678 1 OPN3
5544499 5711275 4 EVC2
32077881 32237842 20 CBFA2T2
87170259 87213867 1 SH3GLB1
67672276 69455927 10 CTNNA3
117996665 118031803 6 NUS1
48137800 48271881 4 TEC
241792155 241799232 1 CHML
123001143 123168605 3 ADCY5
154934774 154946871 1 SHC1
5261277 5771813 6 FARS2
36358801 36370693 19 APLP1
118228689 118638839 6 SLC35F1
87283466 87638505 9 NTRK2
74632154 74657929 5 HMGCR
90013035 90142716 7 CLDN12
74864538 74946475 17 MGAT5B
100487615 100494594 7 ACHE
119205237 119208023 11 RNF26
75541805 75543410 10 CHCHD1
39024871 39103075 2 DHX57
157128075 157210133 7 DNAJB6
119209652 119217383 11 C1QTNF5
42394729 42454460 22 WBP2NL
1065922 1086627 19 HMHA1
104343980 104359486 12 C12orf73
211295973 211342376 2 LANCL1
52753790 52761265 12 KRT85
241815580 241965435 1 WDR64
118781935 119031238 6 CEP85L
119209652 119217383 11 MFRP
57784553 57919616 17 VMP1
87380331 87602334 1 HS2ST1
42454358 42466846 22 NAGA
52856463 52979168 5 NDUFS4
6354584 6459814 17 PITPNM3
75628232 75634268 15 COMMD4
53467889 53525561 16 RBL2
61591337 61779465 8 CHD7
73357223 73373864 11 PLEKHB1
87794151 87814606 1 LMO4
42470255 42475445 22 FAM109B
81772702 81991899 16 PLCG2
58335324 58351052 12 XRCC6BP1
32065953 32096030 6 ATF6B
10721358 10788802 16 TEKT5
53179775 53606412 5 ARL15
42475695 42480288 22 SMDT1
242011269 242058450 1 EXO1
119225925 119252436 11 USP2
27317279 27337400 8 CHRNA2
71787166 72207946 14 SIPA1L1
150409506 150473138 5 TNIP1
150126122 150184218 3 TSC22D2
30585486 30594172 6 MRPS18B
124086624 124105488 12 DDX55
10837643 10863208 16 NUBP1
2079952 2802108 12 CACNA1C
107282473 107764922 8 OXR1
23485752 23504439 14 PSMB5
48343339 48428229 4 SLAIN2
96883349 97269333 12 C12orf55
12841454 12845589 19 C19orf43
53751445 53752207 5 HSPB3
242158792 242162375 1 MAP1LC3C
113862552 113919399 13 CUL4A
53813589 53842415 5 SNX18
35160417 35253949 11 CD44
91006932 91282823 14 TTC7B
75545340 75561551 10 ZSWIM8
12847953 12859137 19 ASNA1
8064464 8086368 1 ERRFI1
16793160 16824161 7 TSPAN13
54273692 54318499 5 ESM1
42481529 42486959 22 NDUFA6
242246288 242687998 1 PLD5
103851729 103970168 14 MARK3
88161455 88356944 9 AGTPBP1
10854776 10912651 16 TVP23A
238394071 238463961 2 MLPH
89149905 89301938 1 PKN2
8377886 8404227 1 SLC45A1
80196899 80231607 17 CSNK1D
14765576 14849519 12 GUCY2C
16831435 16873057 7 AGR2
53524952 53538323 16 AKTIP
32244893 32262269 20 NECAB3
11674242 11782914 2 GREB1
5712924 5830772 4 EVC
1086594 1095598 19 POLR2E
36378555 36393205 19 NFKBID
39775689 39781094 17 KRT17
100547187 100611118 7 MUC3A
113951556 113977987 13 LAMP1
42522501 42526908 22 CYP2D6
52738971 52742182 3 SPCS1
23511376 23513269 14 PSMB11
88757507 88776550 6 SPACA1
113978505 114018446 13 GRTP1
86667770 86719839 2 KDM3A
71122644 71270877 6 FAM135A
36393382 36395279 19 HCST
12862516 12869272 19 BEST2
44187526 44200178 12 TWF1
114076260 114107839 13 ADPRHL1
23516271 23526747 14 CDH24
88849583 88876078 6 CNR1
10971055 11026079 16 CIITA
8412457 8877702 1 RERE
7396321 7830194 5 ADCY2
89318615 89357627 1 GTF2B
48485360 48491213 4 SLC10A4
52744800 52804965 3 NEK4
48492269 48496406 4 ZAR1
36395303 36399197 19 TYROBP
52771596 52779436 12 KRT84
30594619 30614600 6 ATAT1
220283099 220291461 2 DES
114110134 114145267 13 DCUN1D2
243287730 243418650 1 CEP170
165752696 165812035 2 SLC38A11
27348296 27403081 8 EPHX2
14138990 14140179 17 CDRT15
59265931 59314303 12 LRIG3
88556061 88637213 9 NAA35
82031221 82045093 16 SDR42E1
16899029 16921611 7 AGR3
176449697 176508190 5 ZNF346
52787715 52800139 12 KRT82
12873817 12983554 19 HOOK2
14204400 14252721 17 HS3ST3B1
39775692 39943183 17 JUP
5998232 6007200 6 NRN1
32096484 32098068 6 FKBPL
82068609 82132139 16 HSD17B2
114145310 114204542 13 TMCO3
69556427 69597924 10 DNAJC12
1103936 1106787 19 GPX4
14920933 14924065 12 HIST4H4
89401456 89458636 1 CCBL2
50922195 50934570 19 SPIB
75639296 75647592 15 NEIL1
32116136 32122150 6 PRRT1
15133095 15168643 17 PMP22
118869461 118881893 6 PLN
32192718 32230494 1 BAI2
154947129 154951725 1 CKS1B
36426260 36436669 19 LRFN3
101008327 101034118 2 CHST10
100612904 100662230 7 MUC12
89319985 89673348 6 RNGTT
88641061 88715088 9 GOLM1
119134605 119256327 6 MCM9
82181403 82203831 16 MPHOSPH6
73386683 73472182 11 RAB6A
50936160 50969578 19 MYBPC2
114239013 114295785 13 TFDP1
52817854 52828309 12 KRT75
57936851 57970304 17 TUBD1
42556019 42739622 22 TCF20
90095738 90839905 7 CDK14
36486090 36487220 19 SDHAF1
97806017 97806946 3 OR5AC2
5749811 5894785 4 CRMP1
97851542 97852483 3 OR5H1
97868170 97869249 3 OR5H14
89445139 89458643 1 RBMXL1
30178883 30186356 17 COPRS
97887544 97888485 3 OR5H15
114303119 114312501 13 ATP4B
36494209 36499695 19 SYNE4
97983088 97984200 3 OR5H6
6144318 6321246 6 F13A1
50970042 50980010 19 FAM71E1
98001732 98002676 3 OR5H2
1107636 1174282 19 SBNO2
74664311 74807963 5 COL4A3BP
126986844 127071978 7 ZNF800
243419320 243663394 1 SDCCAG8
88835180 88874572 9 C9orf153
98072698 98073663 3 OR5K4
114321470 114440708 13 GRK1
98109510 98110475 3 OR5K3
98188324 98189420 3 OR5K1
150259781 150321015 3 SERP1
53631595 53737850 16 RPGRIP1L
88879461 88897676 9 ISCA1
69644427 69678147 10 SIRT1
114462216 114514926 13 TMEM255B
48499378 48782339 4 FRYL
52840435 52845910 12 KRT6B
14927270 14930936 12 H2AFJ
50979657 50986608 19 EMC10
89472349 89488577 1 GBP3
23527773 23564823 14 ACIN1
8921061 8939308 1 ENO1
176513887 176525145 5 FGFR4
52862300 52867569 12 KRT6C
97301001 97347129 12 NEDD1
30187923 30228784 17 UTP6
14939410 14956474 12 WBP11
63524681 63557765 17 AXIN2
119288090 119295695 11 THY1
82660408 83830204 16 CDH13
6481468 6544247 17 KIAA0753
124104953 124118313 12 EIF2B1
75648133 75660971 15 MAN2C1
42776416 42828401 22 NFAM1
211342406 211543831 2 CPS1
123209667 123304032 3 PTPLB
51009255 51014610 19 JOSD2
114523522 114567046 13 GAS6
12902310 12904124 19 JUNB
11022748 11036317 16 DEXI
243651535 244014381 1 AKT3
5958845 5991545 4 C4orf50
42905974 42915808 22 RRP7A
154955814 154965587 1 FLAD1
119494120 119599794 11 PVRL1
53737875 54155853 16 FTO
51014857 51017947 19 ASPDH
220299568 220363009 2 SPEG
89518002 89531043 1 GBP1
98216448 98217496 3 OR5K2
75082798 75213179 17 SEC14L1
119215384 119230332 6 ASF1A
11038345 11276046 16 CLEC16A
32121218 32134011 6 PPT2
88902648 88969369 9 ZCCHC6
36500022 36505141 19 ALKBH6
51020149 51071302 19 LRRC4B
124118375 124147153 12 GTF2H3
244214585 244220778 1 ZBTB18
52811603 52826078 3 ITIH1
12907634 12912694 19 PRDX2
17338246 17385776 7 AHR
39103103 39156213 2 MORN2
244515937 244552965 1 C1orf100
42949623 42970388 22 SERHL2
114747194 114898086 13 RASA3
89571815 89616139 1 GBP2
12917394 12924452 19 RNASEH2A
51124564 51171651 19 SYT3
244571796 244615436 1 ADSS
6027926 6202318 4 JAKMIP1
87515468 87736324 4 PTPN13
11343476 11445619 16 RMI2
32250090 32253425 20 C20orf144
73498361 73576178 11 MRPL48
54317216 54320675 16 IRX3
150264465 150302029 3 EIF2A
89597434 89641723 1 GBP7
32254304 32256331 20 ACTL10
119981983 120056237 11 TRIM29
61969717 62414204 8 CLVS1
32263489 32274210 20 E2F1
83841448 83853342 16 HSBP1
39117021 39202590 2 ARHGEF33
89646831 89664615 1 GBP4
1189406 1228428 19 STK11
32294512 32308125 20 PXMP4
119280928 119470552 6 FAM184A
17830385 17980124 7 SNX13
83932731 83949787 16 MLYCD
63631656 64188202 17 CEP112
14956506 15059520 12 C12orf60
35272753 35441610 11 SLC1A2
183977001 183979251 3 CAMK2N2
89790470 89794879 6 PNRC1
14957584 14967116 12 SMCO3
12936292 12946242 19 RTBDN
73583712 73588033 11 COA4
11348262 11350036 16 SOCS1
14978503 14996429 12 ART4
89559279 89562104 9 GAS1
89805678 89827800 6 SRSF12
98216756 98241910 3 CLDND1
244617679 244804479 1 C1orf101
11361605 11363390 16 TNP2
89763559 89774471 9 C9orf170
11367144 11367452 16 PRM3
154966062 154966791 1 LENEP
98592017 98740800 10 LCOR
11369496 11370337 16 PRM2
36505562 36524245 19 CLIP3
123328896 123603178 3 MYLK
32319463 32380075 20 ZNF341
89724633 89738544 1 GBP5
11374693 11375207 16 PRM1
51152702 51162567 19 C19orf81
54320081 54330398 5 GZMK
54964774 54968397 16 IRX5
11798304 11810290 2 NTSR2
47120222 47121028 14 RPL10L
89887220 89940997 6 GABRR1
115000362 115038198 13 CDC16
54398476 54406080 5 GZMA
101086944 101099742 2 NMS
165944032 166060577 2 SCN3A
55357672 55364672 16 IRX6
238475217 238475818 2 PRLH
154975127 154990998 1 ZBTB7B
101179152 101193197 2 PDCL3
244816237 244872335 1 DESI2
184016497 184026842 3 PSMD2
27757440 27764206 3 EOMES
89829617 89852020 1 GBP6
83981887 83999937 16 OSGIN1
6588341 6655216 6 LY86
244998624 245008359 1 COX20
238482965 238510257 2 RAB17
47308826 48144157 14 MDGA2
23563974 23569665 14 C14orf119
73587744 73638790 11 PAAF1
51165084 51222707 19 SHANK1
32256023 32281652 1 SPOCD1
18066405 18067486 7 PRPS1L1
107771711 107782473 8 ABRA
69681665 69835105 10 HERC4
1228286 1238026 19 C19orf26
54408799 54469005 5 CDC20B
27454434 27472548 8 CLU
90112143 90323548 9 DAPK1
84002237 84036381 16 NECAB2
89990395 90063423 1 LRRC8B
11817721 11967535 2 LPIN1
115047059 115071283 13 UPF3A
45120037 45128513 7 NACAD
101436614 101613291 2 NPAS2
75661720 75748183 15 SIN3A
108261721 108510283 8 ANGPT1
1241749 1244824 19 ATP5D
100663353 100702020 7 MUC17
90098631 90235462 1 LRRC8C
72399156 73030654 14 RGS6
36525887 36545664 19 THAP8
245014468 245027844 1 HNRNPU
127220672 127233665 7 GCC1
55423612 55540603 16 MMP2
150480273 150537443 5 ANXA6
115079988 115092796 13 CHAMP1
154990996 155006257 1 DCST2
98741041 98745582 10 C10orf12
120081475 120101041 11 OAF
9005926 9035151 1 CA6
84043272 84076241 16 SLC38A8
3818188 3827473 10 KLF6
238536219 238722325 2 LRRFIP1
35453370 35551848 11 PAMR1
44229770 44783545 12 TMEM117
90286573 90402170 1 LRRC8D
15207128 15244958 17 TEKT3
45139699 45151646 7 TBRG4
9063359 9086404 1 SLC2A7
11641853 11730237 16 LITAF
120107349 120190653 11 POU2F3
7830491 7851603 5 C5orf49
39845137 39848920 17 EIF1
111756126 111895323 10 ADD3
52880958 52887041 12 KRT6A
32399110 32442172 20 CHMP4B
15034115 15038860 12 MGP
62413116 62627155 8 ASPH
108911544 109095913 8 RSPO2
51226586 51228974 19 CLEC11A
90460671 90501090 1 ZNF326
36545783 36596008 19 WDR62
15066969 15092016 12 ERP27
120195838 120204391 11 TMEM136
91336799 91526980 14 RPS6KA5
1248552 1259142 19 MIDN
51273721 51274989 19 GPR32
90340434 90346308 9 CTSL
9095166 9148537 1 SLC2A5
51293672 51298481 19 ACPT
50043390 50065408 14 RPS29
127228399 127231759 7 ARF5
7851299 7906138 5 MTRR
35639735 35642419 11 FJX1
15094951 15114662 12 ARHGDIB
245133007 245290466 1 EFCAB2
35684353 35829775 11 TRIM44
91177096 91182794 1 BARHL2
32581452 32696114 20 RALY
12944765 12985765 19 MAST1
32372022 32410457 1 PTP4A2
130939310 130948302 2 MZT2B
100728720 100735017 7 TRIM56
5810 31427 17 DOC2B
157331750 158380480 7 PTPRN2
51300961 51308186 19 C19orf48
139487362 139496321 5 PURA
42979727 43010968 22 POLDIP3
90893783 90898123 7 FZD1
6271576 6304992 4 WFS1
57970447 58027925 17 RPS6KB1
39208537 39351486 2 SOS1
139505521 139508391 5 IGIP
73661364 73681411 11 DNAJB13
139554227 139661637 5 CYSTM1
18126572 19042039 7 HDAC9
80272744 80275478 17 CD7
12986025 12992282 19 DNASE2
84087368 84150511 16 MBTPS1
54455946 54462899 5 GPX8
91380859 91487829 1 ZNF644
189674517 189840226 3 LEPREL1
52908359 52914471 12 KRT5
35965531 36253686 11 LDLRAD3
176560026 176727216 5 NSD1
139624624 139682706 5 PFDN1
245318287 245872733 1 KIF26B
27491385 27534293 8 SCARA3
47057919 47205457 3 SETD2
130949318 130956034 2 TUBA3E
32676104 32700138 20 EIF2S2
155006300 155023406 1 DCST1
73685712 73694352 11 UCP2
15339332 15406922 17 CDRT4
36295051 36310999 11 COMMD9
54515442 54523143 5 MCIDAS
55542910 55620582 16 LPCAT2
80278900 80291950 17 SECTM1
71276620 71299272 6 C6orf57
15339338 15466875 17 TVP23C-CDRT4
90497741 90503814 9 SPATA31E1
220363589 220371710 2 GMPPA
62293 236045 17 RPH3AL
75759462 75871630 15 PTPN9
51322404 51327043 19 KLK1
86730554 86948245 2 CHMP3
131095814 131099922 2 CCDC115
139712428 139726216 5 HBEGF
84155886 84178797 16 HSDL1
12995237 12997995 19 KLF1
9160364 9189229 1 GPR157
32782375 32857150 20 ASIP
109213445 109447562 8 EIF3E
7107830 7252213 6 RREB1
120207787 120360645 11 ARHGEF12
54526980 54529508 5 CCNO
59989848 60176395 12 SLC16A7
119498374 119670926 6 MAN1A1
245912642 246670614 1 SMYD3
6322305 6565327 4 PPP2R2C
15341205 15466909 17 TVP23C
86732791 86948245 2 RNF103-CHMP3
44902058 45315631 12 NELL2
9294834 9331396 1 H6PD
90581356 90589668 9 CDK20
36602104 36604613 19 OVOL3
32868074 32899608 20 AHCY
36317838 36486754 11 PRR5L
50065415 50081390 14 LRR1
9352939 9429591 1 SPSB1
71377479 71571718 6 SMAP1
36604612 36606248 19 POLR2I
91321323 91510034 7 MTERF
124155660 124192948 12 TCTN2
4828821 4890254 10 AKR1E2
9599541 9645237 1 SLC25A33
13001840 13025021 19 GCDH
89966927 90025018 6 GABRR2
52937693 52946931 12 KRT71
43013846 43045574 22 CYB5R3
15125956 15134799 12 PDE6H
109455830 109499145 8 EMC2
30264037 30328064 17 SUZ12
50085237 50087403 14 RPL36AL
246703862 246729626 1 TFB2M
73711326 73720480 11 UCP3
52959566 52967609 12 KRT74
90036344 90062567 6 UBE2J1
50087489 50090198 14 MGAT2
15260717 15501609 12 RERG
84178865 84212373 16 DNAAF1
75561669 75571589 10 NDST2
23586513 23588825 14 CEBPE
50091892 50101948 14 DNAAF2
91003334 91093609 9 SPIN1
75890424 75918810 15 SNUPN
127231463 127242198 7 FSCN3
98757795 98945677 10 SLIT1
1259384 1274879 19 CIRBP
121400640 121655891 6 TBC1D32
86830516 86850989 2 RNF103
51328545 51340469 19 KLK15
27590835 27630170 8 CCDC25
246729746 246831886 1 CNST
45197390 45225901 7 RAMP3
90074355 90121989 6 RRAGD
91726323 91870426 1 HFM1
100770370 100782547 7 SERPINE1
55600584 55601599 16 CAPNS2
91150016 91199189 9 NXNL2
9648932 9674935 1 TMEM201
104359582 104382652 12 TDG
86947296 87005164 2 RMND5A
91605778 91611055 9 C9orf47
52979373 52995322 12 KRT72
36605191 36616849 19 TBCB
139739787 139754728 5 SLC4A9
32479430 32526451 1 KHDRBS1
23594504 23652883 14 SLC7A8
100797678 100804877 7 AP1S1
246887349 246931439 1 SCCPDH
98909290 98944157 12 TMPO
91606362 91619925 9 S1PR3
50110273 50155140 14 POLE2
51358171 51364020 19 KLK3
6544078 6547861 17 TXNDC17
32951041 33099198 20 ITCH
91628060 91793682 9 SHC3
74807581 74896969 5 POLK
30334891 30380523 17 LRRC37B
64208151 64252643 17 APOH
58029601 58042122 17 RNFT1
109619079 109799844 8 TMEM74
15468798 15522826 17 CDRT1
55689516 55740104 16 SLC6A2
110098850 110131813 8 TRHR
176728199 176730745 5 RAB24
71566382 71666741 6 B3GAT2
39868578 39872221 17 GAST
71998506 72018653 6 OGFRL1
91926113 91931618 9 CKS2
110253148 110346614 8 NUDCD1
90142889 90343553 6 ANKRD6
36508577 36531822 11 TRAF6
127250346 127255982 7 PAX4
28283075 28366633 3 CMC1
54552073 54603550 5 DHX29
32537632 32568467 1 TMEM39B
124196865 124246302 12 ATP6V0A2
