transcript	GENE_NAME	chr	n_exons	tx_start	tx_end	bp	mu_syn	mu_mis	mu_lof	n_syn	n_mis	n_lof	adj_exp_syn	adj_exp_mis	adj_exp_lof	syn_z	mis_z	lof_z	em_p_hi
ENST00000277865.4	GLUD1	10	13	88811507	88854526	1677	8.80E-06	2.04E-05	9.92E-07	65	80	6	103.787498	232.510999	16.35737309	2.360308432	4.892106691	2.536778323	0.013935465
ENST00000404459.1	LIPN	10	9	90521162	90537999	1197	3.75E-06	1.01E-05	9.87E-07	34	134	11	37.57262105	98.68027929	11.98057217	0.361327119	-1.739075799	0.280627662	1.71E-07
ENST00000331772.4	RNLS	10	7	90045110	90342947	1029	4.08E-06	9.59E-06	7.75E-07	45	123	10	48.29909331	109.5276997	11.46593708	0.294289113	-0.629645625	0.428844859	1.04E-06
ENST00000372027.5	MMRN2	10	7	88696499	88717298	2850	2.01E-05	3.77E-05	1.68E-06	153	323	17	226.3419227	420.4337486	20.77205587	3.022171472	2.324218152	0.819838045	2.49E-10
ENST00000371953.3	PTEN	10	9	89624226	89725229	1212	3.92E-06	1.03E-05	1.10E-06	40	34	1	45.77179775	115.6960609	15.53392873	0.528885612	3.714996503	3.652851372	0.975506866
ENST00000412718.1	NUTM2D	10	7	89118022	89127129	1674	9.09E-06	1.87E-05	1.24E-06	16	26	1	14.39803148	32.86666609	2.888865401	-0.261729269	0.585847725	1.100847194	0.227557524
ENST00000298784.1	FAM35A	10	7	88911111	88950440	2508	8.04E-06	2.03E-05	1.20E-06	71	147	4	82.88128419	203.6420037	14.41799962	0.809066935	1.94142845	2.717825297	0.156586369
ENST00000372013.3	ADIRF	10	3	88728301	88730339	231	1.37E-06	2.33E-06	1.92E-07	9	23	2	11.21646902	19.0974269	2.305544161	0.410282691	-0.436797061	0.199331959	0.033386817
ENST00000308448.7	ATAD1	10	9	89514443	89574356	1086	3.42E-06	9.81E-06	9.88E-07	54	75	3	42.15662365	113.9925149	14.89358192	-1.130816778	1.786320462	3.052831122	0.536354315
ENST00000458208.1	ACTA2	10	8	90694979	90708687	1134	5.18E-06	1.29E-05	8.58E-07	51	51	2	61.10780682	147.2848974	12.81333398	0.801600754	3.880570028	2.992390324	0.734223241
ENST00000371697.3	ANKRD1	10	9	92672622	92680784	960	4.30E-06	9.53E-06	9.69E-07	39	111	8	52.02629068	110.6895142	14.57975509	1.119589333	-0.014435268	1.706963904	0.000250276
ENST00000371926.3	STAMBPL1	10	10	90661465	90682981	1311	4.41E-06	1.14E-05	1.48E-06	46	151	11	53.98003363	133.0584973	20.83073823	0.673344721	-0.760770864	2.133651591	1.93E-05
ENST00000371818.4	IFIT3	10	2	91087830	91099885	1473	5.04E-06	1.17E-05	7.38E-07	59	129	5	57.9075264	133.848679	9.19595874	-0.089000309	0.204990967	1.370636739	0.004426533
ENST00000336233.5	LIPA	10	9	90974584	91007405	1200	4.36E-06	1.01E-05	1.07E-06	59	121	6	52.86888541	117.7685115	15.79063272	-0.522743301	-0.145648507	2.440622848	0.011277804
ENST00000371627.4	TNKS2	10	27	93558447	93622756	3501	1.41E-05	3.16E-05	3.25E-06	152	229	9	144.5933504	324.4893197	43.66688996	-0.381851163	2.592811889	5.196709328	0.733760224
ENST00000371804.3	IFIT1	10	2	91152469	91163469	1437	4.39E-06	1.17E-05	7.76E-07	61	153	5	50.6091464	133.5859132	9.6331967	-0.905494911	-0.821586714	1.478717443	0.0053482
ENST00000413330.1	RPP30	10	13	92631743	92663019	969	3.70E-06	8.64E-06	1.19E-06	51	122	10	41.86591081	92.53150909	17.11522993	-0.875153993	-1.498406074	1.703676905	2.35E-05
ENST00000371826.3	IFIT2	10	2	91061880	91067132	1419	4.68E-06	1.28E-05	8.67E-07	70	143	6	53.9040764	145.5283961	10.66565401	-1.359109497	0.102515223	1.415169399	0.001482201
ENST00000371790.4	SLC16A12	10	6	91192820	91222335	1551	5.46E-06	1.36E-05	7.94E-07	51	156	6	63.94093015	155.395325	11.38569799	1.003287732	-0.023726708	1.581072621	0.002018906
ENST00000238994.5	PPP1R3C	10	2	93389683	93392726	954	4.14E-06	9.12E-06	8.50E-07	49	117	4	47.54407763	103.7387815	10.2833708	-0.130899725	-0.636837639	1.940951318	0.036881178
ENST00000307534.4	PANK1	10	7	91344162	91405059	1797	1.31E-05	2.48E-05	1.28E-06	95	150	7	122.2172611	233.8050258	15.73782958	1.526258725	2.680769558	2.181829767	0.00212215
ENST00000355740.2	FAS	10	9	90750633	90774207	1008	3.14E-06	7.84E-06	7.88E-07	36	87	2	39.334459	92.5514093	12.70440198	0.329600908	0.282246309	2.974917851	0.726173344
ENST00000371795.4	IFIT5	10	2	91174555	91178405	1449	4.64E-06	1.22E-05	9.52E-07	47	139	4	53.32322027	139.2639093	11.51369047	0.536821083	0.010937967	2.193490193	0.05814235
ENST00000260753.4	KIF20B	10	32	91465051	91533805	5343	1.51E-05	4.20E-05	5.55E-06	215	622	29	176.6293082	469.1054517	72.59991142	-1.789854864	-3.452812996	5.068824729	6.55E-10
ENST00000336152.3	HTR7	10	4	92502238	92617428	1440	9.58E-06	1.80E-05	7.59E-07	85	150	4	104.5350882	196.022458	10.07082839	1.184497163	1.607806083	1.894981953	0.034017699
ENST00000298068.5	HECTD2	10	21	93170195	93272141	2331	9.31E-06	2.13E-05	2.26E-06	68	106	4	95.85902167	222.0029482	32.76608861	1.764000858	3.808079232	4.978038147	0.99441649
ENST00000371809.3	IFIT1B	10	2	91137892	91144495	1425	4.54E-06	1.19E-05	8.94E-07	66	173	12	52.3198764	135.3103503	10.96230379	-1.17248155	-1.584792589	-0.310462394	7.26E-09
ENST00000336126.5	PCGF5	10	9	92982628	93038073	771	2.63E-06	6.81E-06	1.50E-06	31	35	1	33.08919357	79.09514417	20.44892615	0.225156439	2.42511484	4.260397143	0.996021946
ENST00000371852.2	CH25H	10	1	90966230	90967049	819	6.15E-06	1.05E-05	3.57E-07	50	87	1	65.61407226	111.4686935	4.182984349	1.194997769	1.133576587	1.54163324	0.342292546
ENST00000427197.1	SLC35G1	10	3	95653790	95661247	1098	6.37E-06	1.23E-05	6.57E-07	41	108	0	54.33630699	111.7190944	7.718125709	1.121605279	0.17210387	2.751982228	0.917135938
ENST00000358935.2	5-Mar	10	6	94051251	94110964	837	2.65E-06	7.35E-06	8.86E-07	34	38	1	29.85242153	80.00622521	11.50450433	-0.470602769	2.297038199	3.067830111	0.898062229
ENST00000359263.4	MYOF	10	54	95066719	95241951	6186	2.61E-05	6.27E-05	6.82E-06	310	729	71	311.8300505	718.6365653	98.26436255	0.064248849	-0.189088006	2.724501251	2.08E-36
ENST00000265997.4	CPEB3	10	9	93811968	94000107	2097	1.57E-05	2.90E-05	1.61E-06	91	134	1	129.1771258	255.2528775	19.66007667	2.082378343	3.712130639	4.168794611	0.994664052
ENST00000359204.4	FRA10AC1	10	13	95429582	95459863	948	2.60E-06	7.02E-06	1.15E-06	19	92	15	32.56114154	79.43629535	16.82596599	1.473315793	-0.689484429	0.440953019	9.72E-10
ENST00000265986.6	IDE	10	25	94214200	94333776	3060	1.05E-05	2.75E-05	2.78E-06	125	252	9	117.9122983	296.5507416	40.16736462	-0.404645961	1.265381608	4.871392593	0.426771018
ENST00000371361.3	NOC3L	10	21	96093933	96122595	2403	6.98E-06	1.90E-05	2.39E-06	92	249	16	86.21572432	220.577506	35.23390562	-0.386194033	-0.93604796	3.209790523	1.14E-06
ENST00000282728.5	HHEX	10	4	94449743	94454525	813	7.61E-06	1.21E-05	5.57E-07	30	51	2	48.80508793	84.14591289	6.783478005	1.668754051	1.767379629	1.819312328	0.216268139
ENST00000265990.6	BTAF1	10	38	93683833	93788690	5550	1.80E-05	4.71E-05	5.18E-06	241	362	2	214.706711	537.7463078	72.94840191	-1.112427541	3.706926034	8.22857126	1
ENST00000371483.4	FFAR4	10	4	95326477	95347366	1134	8.47E-06	1.69E-05	8.24E-07	74	113	5	82.57124108	164.009604	9.729863667	0.584761437	1.948200988	1.502051982	0.005572493
ENST00000260762.6	EXOC6	10	22	94608290	94818112	2415	7.47E-06	2.01E-05	2.52E-06	89	208	10	87.11329155	223.4943314	35.89695469	-0.125317697	0.506938402	4.281634875	0.028160635
ENST00000311575.5	FGFBP3	10	1	93667949	93668726	777	9.46E-06	1.58E-05	4.31E-07	33	76	4	79.24812733	131.9278076	3.908029499	3.220691549	2.381639407	-0.046084975	0.001712168
ENST00000371467.1	RBP4	10	5	95351831	95360785	606	4.91E-06	9.01E-06	8.45E-07	41	62	2	53.80765291	97.33744933	10.95351474	1.082422736	1.751909535	2.679825329	0.578618956
ENST00000371485.3	CEP55	10	8	95259808	95287910	1395	4.70E-06	1.14E-05	1.57E-06	56	135	14	56.563078	132.1962766	21.17442837	0.046414432	-0.119271954	1.544440512	1.30E-07
ENST00000371418.4	LGI1	10	8	95517901	95557560	1674	6.53E-06	1.48E-05	1.22E-06	82	98	0	76.62951539	169.8565054	16.95874263	-0.380333446	2.696754823	4.079307876	0.997175814
ENST00000224356.4	CYP26A1	10	7	94833691	94837061	1494	9.93E-06	2.05E-05	1.16E-06	98	168	9	108.9674092	223.923889	15.50377051	0.651335705	1.827947304	1.636199411	6.64E-05
ENST00000371447.3	PDE6C	10	22	95372482	95425175	2577	9.53E-06	2.28E-05	2.55E-06	132	236	18	114.4069517	261.5089881	36.75083472	-1.019677971	0.771554496	3.063914872	7.42E-08
ENST00000260731.3	KIF11	10	22	94353132	94413553	3171	9.55E-06	2.58E-05	2.77E-06	123	204	1	112.0719942	289.3086717	38.9436364	-0.639943565	2.453177942	6.022965359	0.999996043
ENST00000371380.3	PLCE1	10	31	95790803	96084837	6909	2.70E-05	6.24E-05	6.04E-06	296	686	19	318.915859	720.4326408	81.41838908	0.795514801	0.627465064	6.852373242	0.204555596
ENST00000285949.5	CYP26C1	10	6	94821020	94828454	1569	1.57E-05	2.98E-05	9.69E-07	75	162	4	126.8605517	238.2478273	9.063840558	2.854457886	2.416180349	1.666148137	0.022954901
ENST00000371207.3	ENTPD1	10	10	97515471	97626140	1569	5.65E-06	1.28E-05	1.02E-06	56	141	3	64.1075918	141.7638632	14.71199832	0.627749807	0.031381242	3.024717808	0.519393999
ENST00000285979.6	CYP2C18	10	9	96443576	96495201	1473	4.74E-06	1.30E-05	8.44E-07	73	206	12	57.445917	151.6001443	13.33444959	-1.272225813	-2.161050021	0.361996459	5.27E-08
ENST00000357947.3	TLL2	10	21	98127844	98273442	3048	1.88E-05	3.69E-05	2.80E-06	164	423	33	218.155563	419.4838712	40.09709826	2.273053592	-0.083969199	1.110232853	2.18E-19
ENST00000260682.6	CYP2C9	10	9	96698439	96748785	1473	4.69E-06	1.28E-05	7.64E-07	88	218	12	56.860463	149.149307	12.43180837	-2.560097343	-2.757491458	0.12131475	2.54E-08
ENST00000371321.3	CYP2C19	10	9	96522462	96612671	1473	4.93E-06	1.39E-05	7.75E-07	95	250	14	59.611795	161.452736	12.55009789	-2.84146176	-3.408545714	-0.405419727	2.54E-10
ENST00000371172.3	OPALIN	10	6	98105697	98118653	426	1.93E-06	4.38E-06	4.37E-07	21	51	3	24.21982579	51.81594357	7.382319554	0.405598989	0.055442526	1.597707784	0.060642755
ENST00000371217.5	TCTN3	10	14	97423823	97453656	1824	7.06E-06	1.59E-05	1.43E-06	66	127	13	50.62344304	119.0155434	16.55217704	-1.339777942	-0.357983001	0.864881736	6.44E-08
ENST00000371247.2	SORBS1	10	31	97074815	97200892	3879	1.73E-05	3.95E-05	3.85E-06	198	441	23	206.7942054	454.2029352	55.47279429	0.379119926	0.303012715	4.318862009	2.14E-08
ENST00000410012.2	CC2D2B	10	10	97763984	97791765	1206	3.74E-06	9.48E-06	1.38E-06	36	93	9	37.54460544	86.77756512	13.39681884	0.156276794	-0.326717746	1.189946327	2.52E-05
ENST00000371174.2	DNTT	10	11	98064254	98097981	1530	6.07E-06	1.52E-05	1.39E-06	83	193	10	73.354104	177.0383314	20.36100154	-0.69820021	-0.586761953	2.274530948	8.54E-05
ENST00000465148.2	CCNJ	10	5	97804150	97817998	1152	4.57E-06	1.12E-05	9.16E-07	48	83	0	53.40082417	127.7382129	12.27715424	0.45817903	1.936130401	3.470871009	0.983940396
ENST00000371224.2	ALDH18A1	10	17	97366518	97413134	2388	9.95E-06	2.54E-05	2.28E-06	105	225	6	117.2781554	289.751946	32.49271446	0.702870855	1.860612037	4.603871606	0.855933082
ENST00000371270.3	CYP2C8	10	9	96796884	96829159	1473	4.60E-06	1.23E-05	1.12E-06	69	185	17	55.34437338	141.1408242	16.26837936	-1.137953349	-1.805721812	-0.179681549	5.35E-12
ENST00000225235.4	TBC1D12	10	13	96162370	96292853	2328	1.65E-05	3.27E-05	2.52E-06	82	180	10	119.7708743	251.867823	29.50240254	2.139592408	2.214952685	3.556715828	0.00264365
ENST00000224337.5	BLNK	10	17	97951728	98031155	1371	6.07E-06	1.31E-05	1.78E-06	65	129	3	74.55102065	152.9954656	26.78965777	0.68576038	0.948870484	4.552965106	0.990011102
ENST00000329399.6	PDLIM1	10	7	96997681	97050672	990	4.45E-06	1.03E-05	8.70E-07	56	109	9	50.610357	113.246422	12.28098477	-0.469666429	0.195175466	0.927421845	1.38E-05
ENST00000341686.3	C10orf129	10	10	96954242	96988541	1443	4.87E-06	1.27E-05	1.08E-06	19	88	4	27.366203	67.4166351	7.36728926	0.991449145	-1.2261657	1.228899022	0.011210193
ENST00000348459.5	HELLS	10	22	96305678	96361379	2517	8.17E-06	2.21E-05	3.11E-06	92	154	5	96.45801163	249.6626584	43.2365468	0.281398211	2.961298871	5.760270094	0.999418431
ENST00000370640.3	C10orf62	10	1	99349654	99350326	672	2.90E-06	6.80E-06	2.26E-07	41	90	5	33.26368	77.4134596	2.97837973	-0.831569816	-0.699704371	-1.160377213	9.87E-05
ENST00000307450.6	MORN4	10	4	99376019	99379410	441	1.69E-06	4.59E-06	4.17E-07	20	49	2	20.32083724	52.31178996	6.263316574	0.044123214	0.223964625	1.687466285	0.182745761
ENST00000370902.3	EXOSC1	10	8	99196201	99205742	588	3.22E-06	7.00E-06	7.73E-07	23	71	11	39.805599	82.7169778	12.10558456	1.651320546	0.63013672	0.314766773	1.88E-07
ENST00000371021.3	FRAT1	10	1	99079210	99080050	840	9.63E-06	1.65E-05	5.99E-07	23	32	1	51.84158199	88.749997	3.409048771	2.483300848	2.94644375	1.292464766	0.271480885
ENST00000371097.4	LCOR	10	3	98708814	98715679	1302	4.86E-06	1.17E-05	9.46E-07	53	118	1	56.369822	134.1512544	11.97789543	0.278248532	0.682066096	3.142088902	0.913200262
ENST00000286067.2	C10orf12	10	1	98741147	98744891	3744	1.35E-05	3.33E-05	1.77E-06	175	374	2	152.816	377.2206989	20.48018209	-1.112512527	0.081108989	4.04509751	0.979876887
ENST00000370646.4	HOGA1	10	7	99344460	99371416	984	5.12E-06	1.14E-05	7.63E-07	67	148	9	59.64059615	129.7341774	11.24371438	-0.59077331	-0.784382467	0.662830294	7.33E-06
ENST00000334828.5	PGAM1	10	4	99186064	99192281	765	4.21E-06	9.49E-06	5.30E-07	18	31	1	44.97492393	102.2737546	7.084825435	2.493586819	3.447181849	2.26450473	0.623538729
ENST00000370631.3	PI4K2A	10	9	99400499	99433499	1440	9.29E-06	1.98E-05	1.21E-06	64	72	1	88.06855481	193.5350978	16.11805595	1.58997014	4.273053338	3.730176139	0.980219633
ENST00000370664.3	UBTD1	10	3	99258960	99330280	684	4.60E-06	1.01E-05	4.63E-07	43	83	0	47.98074477	100.0246771	4.707125903	0.445768989	0.83261124	2.149154338	0.777525004
ENST00000358531.4	ARHGAP19	10	12	98985878	99052384	1485	5.42E-06	1.41E-05	1.49E-06	61	154	14	65.95408055	163.5740614	21.65914251	0.378174001	0.36614841	1.630231281	1.63E-07
ENST00000339364.5	PIK3AP1	10	17	98355333	98480151	2418	1.27E-05	2.68E-05	1.86E-06	130	207	1	147.7868426	303.2745214	27.008644	0.907046384	2.704019131	4.957423486	0.999656619
ENST00000307518.5	ANKRD2	10	9	99332464	99343482	1083	6.89E-06	1.41E-05	1.07E-06	51	114	10	58.35213517	119.0071104	11.4189152	0.596670868	0.224499956	0.415942893	1.01E-06
ENST00000371142.4	TM9SF3	10	15	98282019	98346592	1770	6.67E-06	1.65E-05	1.66E-06	65	71	0	60.8001441	160.216255	22.58044205	-0.333911986	3.447523981	4.707126752	0.999654187
ENST00000266058.4	SLIT1	10	37	98760868	98945431	4605	2.69E-05	5.68E-05	3.97E-06	265	440	6	283.7891093	589.8329571	53.3396216	0.691444867	3.017584279	6.420805278	0.999930815
ENST00000438925.2	MMS19	10	31	99218448	99258141	3093	1.28E-05	3.04E-05	2.84E-06	147	299	7	124.6899405	288.0430662	36.41188847	-1.238612096	-0.315773308	4.828263638	0.831821999
ENST00000393760.1	ZDHHC16	10	10	99211432	99216648	1134	4.70E-06	1.27E-05	1.54E-06	53	128	7	56.71616176	146.0465855	21.45687267	0.305907745	0.73040908	3.091582434	0.018065827
ENST00000453547.2	ARHGAP19-SLIT1	10	13	98923200	99052384	1554	5.77E-06	1.50E-05	1.56E-06	64	167	14	70.50563496	174.0992361	23.02573504	0.480315835	0.263164598	1.863226011	2.95E-07
ENST00000371019.2	FRAT2	10	1	99093627	99094329	702	8.98E-06	1.51E-05	5.33E-07	13	37	0	46.36711363	78.03565244	2.930600709	3.037826706	2.272119717	1.695774263	0.630848044
ENST00000370992.4	RRP12	10	34	99116850	99160988	3894	2.02E-05	4.54E-05	3.60E-06	232	463	19	226.8941514	495.8843761	52.04955365	-0.210136521	0.722297502	4.537814793	4.36E-06
ENST00000370495.4	SLC25A28	10	4	101370605	101380092	1095	7.52E-06	1.46E-05	7.61E-07	57	48	1	69.67498355	138.4985809	8.859578298	0.94136555	3.761279767	2.615666662	0.765079078
ENST00000370602.1	GOLGA7B	10	5	99610060	99625457	504	2.68E-06	6.23E-06	5.19E-07	29	52	4	29.24242069	66.89306761	7.220203246	0.027791456	0.890656206	1.187129815	0.010488375
ENST00000325103.6	HPS1	10	18	100177320	100202997	2103	1.16E-05	2.42E-05	1.85E-06	122	253	14	122.6479017	247.3073351	24.78222119	0.036268317	-0.177058282	2.145496573	5.99E-07
ENST00000324109.4	DNMBP	10	16	101636907	101731881	4734	2.01E-05	4.67E-05	3.72E-06	221	544	23	230.9921373	529.0289129	47.6515088	0.407575123	-0.318368777	3.537486988	1.15E-09
ENST00000016171.5	COX15	10	9	101474343	101491806	1233	4.73E-06	1.18E-05	1.32E-06	57	142	15	54.59827771	133.1038221	17.82216819	-0.201503392	-0.377160124	0.662204755	2.16E-09
ENST00000266066.3	SFRP5	10	3	99527270	99531590	954	8.48E-06	1.51E-05	4.89E-07	44	106	7	84.22797516	151.2894331	5.963700969	2.717374773	1.800979742	-0.420355648	1.17E-05
ENST00000370597.3	CRTAC1	10	15	99625304	99790229	1986	1.33E-05	2.81E-05	1.65E-06	136	243	10	139.2216075	292.2401439	21.67316495	0.169265239	1.408852373	2.483803052	0.000140635
ENST00000370626.3	AVPI1	10	2	99437625	99439662	444	2.12E-06	5.50E-06	2.36E-07	18	70	6	21.17250494	54.04388642	3.082029186	0.427430026	-1.061622707	-1.646463979	1.07E-05
ENST00000260702.3	LOXL4	10	14	100008677	100022776	2271	1.09E-05	2.81E-05	1.71E-06	116	331	17	123.9776837	308.6327963	23.98407092	0.444176274	-0.622740381	1.412657483	2.14E-09
ENST00000370575.4	PYROXD2	10	16	100143554	100174892	1746	9.06E-06	1.81E-05	1.67E-06	103	250	15	102.5689071	200.5457537	24.27647032	-0.026388803	-1.70809838	1.865003626	8.99E-08
ENST00000298999.3	R3HCC1L	10	6	99967871	100003915	2337	7.34E-06	1.97E-05	1.34E-06	111	302	10	85.27693241	224.8731994	17.60184475	-1.726857413	-2.515665764	1.794855812	2.88E-05
ENST00000356257.4	ZFYVE27	10	12	99498234	99519057	1251	6.57E-06	1.45E-05	1.14E-06	78	136	7	74.0574418	156.3993622	17.20274092	-0.284016436	0.79784089	2.436731734	0.003703953
ENST00000370449.4	ABCC2	10	32	101542601	101611388	4638	1.72E-05	4.12E-05	3.94E-06	206	588	49	207.4035935	477.0400358	57.73561662	0.060420551	-2.484880437	1.138836545	3.36E-29
ENST00000370489.4	ENTPD7	10	12	101419713	101464440	1815	6.71E-06	1.77E-05	2.26E-06	89	203	17	79.15300635	201.7665697	29.56667669	-0.686150333	-0.042471321	2.289332476	2.57E-08
ENST00000370552.3	HPSE2	10	12	100219330	100995559	1779	7.80E-06	1.92E-05	1.35E-06	91	204	12	83.37400778	203.2169927	19.24694697	-0.517762207	-0.026865703	1.636303458	1.85E-06
ENST00000370476.5	CUTC	10	9	101492105	101515496	822	2.97E-06	8.60E-06	1.02E-06	27	79	5	32.37244002	91.49589551	13.02701189	0.585373856	0.638974048	2.203033915	0.020486565
ENST00000344586.7	NKX2-3	10	2	101292888	101295478	1095	1.23E-05	1.93E-05	5.69E-07	37	68	0	89.23123668	139.3283882	5.086893287	3.427846221	2.955691673	2.234168859	0.802089179
ENST00000356713.4	CNNM1	10	11	101089144	101151273	2856	2.27E-05	4.40E-05	1.79E-06	129	189	3	205.0926502	397.9231859	20.56077545	3.29395272	5.12275446	3.836309229	0.906070593
ENST00000370508.5	GOT1	10	9	101157303	101190322	1242	5.39E-06	1.31E-05	1.30E-06	58	96	5	64.16099283	150.3119651	18.22067577	0.476830937	2.166783036	3.068040566	0.129221467
ENST00000299163.6	HIF1AN	10	8	102295715	102307894	1050	4.52E-06	1.03E-05	1.11E-06	35	60	2	49.61298208	108.7820568	15.12107125	1.286146936	2.287695575	3.342471046	0.867690855
ENST00000318222.3	PKD2L1	10	16	102048152	102089860	2418	1.02E-05	2.38E-05	2.33E-06	135	315	28	122.529992	276.1316266	33.09040076	-0.698384586	-1.144076474	0.876578171	6.57E-17
ENST00000210633.3	SEMA4G	10	14	102732669	102743888	2532	1.10E-05	3.00E-05	1.91E-06	140	297	10	122.2695676	326.0277476	26.31043301	-0.994051252	0.786324613	3.149860048	0.000802235
ENST00000370220.1	LZTS2	10	4	102762295	102766925	2010	1.02E-05	2.68E-05	1.84E-06	110	239	3	102.6360364	264.7086449	19.71529654	-0.450623047	0.772877846	3.729082976	0.875482096
ENST00000370418.3	CPN1	10	9	101802183	101841382	1377	8.02E-06	1.68E-05	9.86E-07	87	151	11	94.611207	194.4332549	14.94776567	0.48510067	1.523540364	1.011469815	1.33E-06
ENST00000370215.3	PDZD7	10	9	102777340	102789976	1554	1.08E-05	2.35E-05	1.37E-06	81	212	3	107.0293043	232.6531328	17.06357977	1.559770178	0.662288665	3.372488834	0.722769808
ENST00000343737.5	WNT8B	10	6	102222925	102242573	1056	6.85E-06	1.59E-05	7.44E-07	53	80	2	68.57617521	157.5118734	9.963778721	1.166067718	3.020842983	2.499176024	0.485778277
ENST00000370345.3	SEC31B	10	25	102247372	102276709	3540	1.27E-05	3.03E-05	2.74E-06	161	426	38	149.3161588	341.1805488	40.11841588	-0.592761676	-2.246053245	0.331305802	1.30E-24
ENST00000299166.4	NDUFB8	10	5	102283593	102289608	561	3.32E-06	7.40E-06	5.77E-07	29	78	2	39.13129628	84.89517362	8.496637515	1.004043427	0.36603274	2.207774861	0.35052858
ENST00000311916.2	C10orf2	10	5	102747967	102753267	2055	8.73E-06	2.43E-05	2.19E-06	117	190	3	100.959618	277.1575689	26.87253861	-0.989670997	2.560697635	4.561775609	0.99031303
ENST00000370269.3	FAM178A	10	19	102672867	102719328	3561	1.13E-05	2.94E-05	2.42E-06	145	337	10	132.2233599	332.4083253	34.42707861	-0.688827795	-0.123183921	4.123928733	0.016447397
ENST00000224807.5	SFXN3	10	11	102792230	102799342	978	4.25E-06	9.84E-06	9.70E-07	51	109	16	51.60968824	114.5303894	14.55647275	0.05261298	0.252762468	-0.374788781	1.27E-11
ENST00000370355.2	SCD	10	6	102107261	102120690	1080	4.47E-06	1.18E-05	7.72E-07	68	83	1	52.83798066	136.3199116	11.20741227	-1.293103903	2.233706649	3.020318038	0.887398176
ENST00000370200.5	KAZALD1	10	4	102822349	102824677	915	7.25E-06	1.37E-05	6.15E-07	48	105	6	67.04402812	127.5107175	7.728156901	1.441877168	0.975061791	0.615793198	0.000335811
ENST00000342071.1	MRPL43	10	6	102741247	102747200	708	5.96E-06	1.22E-05	9.72E-07	43	74	8	66.49740414	132.9006656	12.72222812	1.786351537	2.499040626	1.311459876	0.000110896
ENST00000370397.7	CHUK	10	21	101949354	101989289	2238	7.02E-06	2.01E-05	2.16E-06	82	148	3	81.56796521	221.0149366	32.27282328	-0.029655385	2.402244312	5.104296091	0.998703705
ENST00000354105.4	CWF19L1	10	14	101992983	102027350	1617	5.27E-06	1.38E-05	1.48E-06	62	159	16	64.96394147	161.1136409	22.31083514	0.227972579	0.081446635	1.323483882	5.69E-09
ENST00000428433.1	PAX2	10	11	102506017	102587376	1254	7.69E-06	1.62E-05	1.23E-06	66	119	5	89.11735783	182.7735518	18.00085768	1.51812149	2.307282071	3.035394122	0.120234372
ENST00000421367.2	ERLIN1	10	11	101911887	101945383	1047	3.56E-06	9.12E-06	9.79E-07	47	75	1	39.49237736	93.35409485	12.67158507	-0.740619385	0.929143176	3.247910286	0.931709474
